nFrameNo,nDetectId,nObjectType,nRealXPos[mm],nDistance[mm],nWidth[mm],nHeight[mm],nXSpeed,nZSpeed,nXAcceleration,nZAcceleration,,,image_xs[pixel],image_ys[pixel],image_width[pixel],image_height[pixel]
338,16,0,971,15322,733,2290,0,0,0,0,,,122,252,6,13
339,0,0,-1007,3910,940,2062,0,0,0,0,,,105,476,8,25
340,0,0,-1007,3908,939,2183,0,0,0,0,,,104,470,9,33
340,14,0,995,14992,511,2107,0,0,0,0,,,123,258,4,8
341,25,0,5903,20394,573,1378,0,0,0,0,,,160,206,5,8
344,14,0,-3781,14239,1422,1652,0,0,0,0,,,84,257,10,27
344,23,0,858,22775,721,1294,0,0,0,0,,,121,185,6,6
344,32,0,-5124,37743,722,1693,0,0,0,0,,,75,108,5,9
345,9,0,-1302,3854,308,1795,0,0,0,0,,,105,479,4,26
346,30,0,-8106,31596,642,774,0,0,0,0,,,52,132,5,7
346,32,0,-11328,41907,375,1278,0,0,0,0,,,27,100,5,6
347,21,0,-3579,14249,1082,1636,0,0,0,0,,,87,257,8,30
347,35,0,42,17567,640,2027,0,0,0,0,,,115,228,5,9
348,17,0,1212,15132,1167,2190,0,0,0,0,,,122,255,9,11
350,25,0,-6071,27813,532,1879,0,0,0,0,,,68,149,5,12
350,40,0,-14336,43269,569,1578,0,0,0,0,,,3,96,4,5
351,32,0,-5786,31310,468,1554,0,0,0,0,,,69,136,5,3
351,36,0,-5844,27218,406,976,0,0,0,0,,,70,152,5,13
352,54,0,999,15199,527,1945,0,0,0,0,,,123,255,4,9
356,3,0,3059,40277,313,337,0,0,0,0,,,139,103,5,8
356,16,0,-4890,30065,449,1024,0,0,0,0,,,78,138,4,9
356,25,0,-6909,41260,444,1702,0,0,0,0,,,61,103,4,3
358,53,0,987,15147,516,2101,0,0,0,0,,,123,255,4,11
359,21,0,-6353,36382,718,1740,0,0,0,0,,,66,115,4,7
359,37,0,-6046,28641,565,1336,0,0,0,0,,,68,146,5,8
359,44,0,1594,16359,684,2446,0,0,0,0,,,127,242,5,7
360,18,0,-5801,27481,1051,2136,0,0,0,0,,,68,147,9,21
361,30,0,-10934,29727,320,1689,0,0,0,0,,,29,143,4,5
362,4,0,-5629,26971,1064,2113,0,0,0,0,,,68,149,12,24
363,21,0,-14284,42499,711,1575,0,0,0,0,,,1,98,6,7
364,7,0,-5646,27607,858,1898,0,0,0,0,,,67,143,13,31
364,54,0,-14540,43182,361,1523,0,0,0,0,,,2,97,4,5
365,22,0,-5666,27705,861,1888,0,0,0,0,,,66,140,14,31
365,39,0,-2678,7954,661,1950,0,0,0,0,,,92,385,7,18
365,86,0,824,15668,702,2033,0,0,0,0,,,121,247,5,14
365,92,0,102,15629,766,2009,0,0,0,0,,,115,250,6,7
366,11,0,-5597,27448,902,1756,0,0,0,0,,,67,145,13,28
366,16,0,-2715,7952,584,1769,0,0,0,0,,,92,377,7,31
366,61,0,2071,7664,508,1952,0,0,0,0,,,131,392,5,8
367,4,0,-2706,7982,625,1952,0,0,0,0,,,91,376,8,31
367,29,0,-5474,28163,1448,2021,0,0,0,0,,,67,137,12,34
367,58,0,-5295,37359,335,1519,0,0,0,0,,,73,112,4,6
368,8,0,-5165,27247,1825,2085,0,0,0,0,,,67,146,16,31
368,15,0,-2644,7938,712,1756,0,0,0,0,,,92,381,8,23
369,20,0,-2424,7918,1141,2273,0,0,0,0,,,92,382,11,25
369,78,0,5823,20075,540,948,0,0,0,0,,,161,211,4,5
370,16,0,-5365,26858,963,1879,0,0,0,0,,,68,148,12,25
370,45,0,-3501,13584,1153,1681,0,0,0,0,,,85,272,10,28
371,22,0,-5166,27866,1983,2133,0,0,0,0,,,68,136,15,43
371,29,0,-2460,7927,1076,2275,0,0,0,0,,,93,377,10,29
372,8,0,4553,60913,400,1092,0,0,0,0,,,148,60,13,17
372,21,0,2572,34976,376,606,0,0,0,0,,,135,118,4,8
372,31,0,-5404,26896,1061,1753,0,0,0,0,,,68,144,14,34
373,25,0,-5194,26723,1534,1630,0,0,0,0,,,68,141,15,42
373,26,0,-4425,27307,636,1110,0,0,0,0,,,77,141,9,28
374,3,0,-5259,26172,1080,2050,0,0,0,0,,,69,152,13,28
374,6,0,-4084,26368,362,1103,0,0,0,0,,,82,152,5,19
374,9,0,-2383,7972,1263,2279,0,0,0,0,,,90,369,13,35
375,1,0,-5121,26266,1618,1618,0,0,0,0,,,68,151,14,31
375,4,0,-4089,26301,408,1132,0,0,0,0,,,81,151,6,21
376,9,0,-5323,26178,1048,2066,0,0,0,0,,,68,144,15,36
376,15,0,-4539,27499,1036,1101,0,0,0,0,,,74,143,12,24
376,35,0,-2183,7172,1059,2239,0,0,0,0,,,95,400,9,10
377,5,0,-4893,26308,2281,2076,0,0,0,0,,,69,148,18,35
379,30,0,-2217,7342,1119,2248,0,0,0,0,,,94,396,10,20
381,10,0,-4154,26515,491,1141,0,0,0,0,,,82,151,5,20
381,36,0,699,20884,661,574,0,0,0,0,,,120,195,5,17
381,55,0,-3552,25275,483,1163,0,0,0,0,,,88,163,4,11
382,3,0,-3883,25769,955,1155,0,0,0,0,,,80,153,9,27
382,7,0,-2257,7461,1124,2530,0,0,0,0,,,93,391,12,21
383,3,0,-3867,25663,905,1166,0,0,0,0,,,80,151,12,32
383,29,0,-2224,7543,1258,2264,0,0,0,0,,,93,390,12,19
384,8,0,-4011,26097,530,1123,0,0,0,0,,,82,153,6,22
384,49,0,-6088,35596,404,1724,0,0,0,0,,,67,119,4,6
385,16,0,-3753,25616,781,1164,0,0,0,0,,,82,154,10,29
385,20,0,-2227,7664,1343,2268,0,0,0,0,,,93,390,12,17
386,22,0,-3783,25818,772,1158,0,0,0,0,,,83,155,7,27
386,54,0,-5566,39772,380,1379,0,0,0,0,,,71,105,5,5
387,12,0,-4031,25928,1178,1116,0,0,0,0,,,78,152,11,25
388,17,0,-3990,25665,1181,1151,0,0,0,0,,,80,156,10,27
388,22,0,-2221,7987,1600,2283,0,0,0,0,,,92,382,14,21
388,44,0,870,15659,777,2125,0,0,0,0,,,121,248,6,13
389,4,0,-2259,8074,1583,2288,0,0,0,0,,,93,380,13,22
390,13,0,-3761,25567,733,1162,0,0,0,0,,,83,158,7,26
390,16,0,-2096,8228,1638,2293,0,0,0,0,,,94,375,14,25
392,8,0,-4227,25065,1873,2038,0,0,0,0,,,76,153,16,44
392,67,0,815,15682,665,2035,0,0,0,0,,,121,249,5,11
393,58,0,1085,15640,935,2347,0,0,0,0,,,122,250,7,10
393,72,0,-11510,33471,800,1881,0,0,0,0,,,25,126,5,6
394,2,0,2283,25625,337,2130,0,0,0,0,,,133,166,4,4
394,11,0,-4002,11930,827,1448,0,0,0,0,,,84,299,8,33
394,29,0,-3728,25446,760,1187,0,0,0,0,,,83,159,10,34
396,64,0,-8330,23177,360,1192,0,0,0,0,,,51,179,4,9
397,9,0,-2055,8722,1210,2310,0,0,0,0,,,95,369,11,21
397,12,0,-3104,8767,419,1940,0,0,0,0,,,90,369,6,16
398,9,0,-2111,8827,1203,2322,0,0,0,0,,,96,368,10,20
398,11,0,-3076,8704,432,1946,0,0,0,0,,,91,371,4,17
398,38,0,1242,15979,974,2398,0,0,0,0,,,123,243,7,18
399,5,0,-2011,9088,1222,2326,0,0,0,0,,,96,356,10,30
399,22,0,-3420,23632,395,1060,0,0,0,0,,,88,176,5,14
399,55,0,1427,15602,1399,2388,0,0,0,0,,,123,247,10,16
399,78,0,-6393,19544,654,1776,0,0,0,0,,,64,213,6,9
400,13,0,-2078,9195,1308,2326,0,0,0,0,,,94,353,12,31
400,30,0,-14172,39559,567,473,0,0,0,0,,,3,107,6,5
400,39,0,-6705,20057,827,1727,0,0,0,0,,,62,206,7,12
401,36,0,1481,15584,1267,2386,0,0,0,0,,,124,247,9,16
401,38,0,-7082,21375,933,1930,0,0,0,0,,,57,194,10,13
401,55,0,-3738,26828,369,978,0,0,0,0,,,86,157,4,5
402,23,0,-2004,9157,1215,2338,0,0,0,0,,,96,362,10,19
402,71,0,-8122,23455,392,2020,0,0,0,0,,,52,180,4,6
403,51,0,-7525,22270,1331,2171,0,0,0,0,,,55,186,8,13
403,71,0,1546,15581,1388,2366,0,0,0,0,,,124,247,10,15
403,81,0,684,21192,570,925,0,0,0,0,,,120,197,5,8
404,56,0,1414,15764,1131,2385,0,0,0,0,,,124,246,8,14
405,62,0,1657,15567,865,2392,0,0,0,0,,,127,249,6,12
405,67,0,1119,15993,516,2305,0,0,0,0,,,124,245,4,11
406,41,0,4187,20003,418,789,0,0,0,0,,,148,212,4,4
406,51,0,1364,16062,1008,2449,0,0,0,0,,,124,242,7,17
408,8,0,-1905,9896,1343,2361,0,0,0,0,,,97,336,11,36
408,65,0,1430,15836,1392,2434,0,0,0,0,,,123,242,10,19
409,15,0,950,22074,752,1333,0,0,0,0,,,121,192,7,4
409,72,0,-5545,39626,402,1469,0,0,0,0,,,72,106,4,4
409,75,0,1428,15715,1409,2406,0,0,0,0,,,123,244,10,20
409,96,0,-7757,21158,493,1683,0,0,0,0,,,54,199,4,10
410,13,0,-1934,10012,1377,2365,0,0,0,0,,,96,334,12,35
410,60,0,-7198,20364,998,1899,0,0,0,0,,,54,201,12,17
411,17,0,-1898,10047,1285,2367,0,0,0,0,,,97,336,10,32
411,68,0,1467,15931,1276,2420,0,0,0,0,,,123,243,10,15
411,94,0,-11331,42866,922,1512,0,0,0,0,,,24,96,10,9
412,28,0,815,21295,878,1324,0,0,0,0,,,120,192,8,15
412,35,0,1423,15979,1385,2398,0,0,0,0,,,123,240,10,19
412,72,0,-13695,40601,582,1529,0,0,0,0,,,7,104,4,4
413,47,0,1459,16156,1236,2415,0,0,0,0,,,123,241,10,13
414,75,0,1288,16196,842,2499,0,0,0,0,,,124,239,6,21
415,65,0,637,21332,472,791,0,0,0,0,,,120,193,4,12
415,75,0,1471,15971,1289,2435,0,0,0,0,,,123,241,10,18
416,66,0,1496,15834,1287,2443,0,0,0,0,,,124,242,9,20
416,70,0,-11586,44740,508,1043,0,0,0,0,,,24,93,6,6
417,53,0,1276,15812,926,2373,0,0,0,0,,,123,246,7,17
418,58,0,1488,15855,1270,2493,0,0,0,0,,,124,242,9,19
419,44,0,1478,15848,1289,2407,0,0,0,0,,,124,242,9,18
420,51,0,1425,15683,1172,2391,0,0,0,0,,,124,245,8,20
421,7,0,-1881,10771,1082,2035,0,0,0,0,,,98,323,9,29
421,28,0,-9857,30750,312,919,0,0,0,0,,,39,137,4,7
421,50,0,-11321,42732,945,1482,0,0,0,0,,,24,96,8,10
421,52,0,1476,15820,1239,2393,0,0,0,0,,,124,244,9,16
422,17,0,1154,22700,448,1126,0,0,0,0,,,124,184,5,9
422,39,0,1485,15720,1306,2397,0,0,0,0,,,124,244,9,20
423,27,0,-10519,56372,337,404,0,0,0,0,,,33,73,5,5
423,36,0,1451,15653,1357,2387,0,0,0,0,,,123,245,10,19
423,44,0,838,22621,798,852,0,0,0,0,,,120,184,7,10
424,30,0,1556,15583,1416,2385,0,0,0,0,,,124,246,10,18
424,34,0,-10506,55416,662,662,0,0,0,0,,,28,72,15,14
424,62,0,-5245,39682,450,1590,0,0,0,0,,,74,106,5,4
424,79,0,-10795,30696,660,1523,0,0,0,0,,,31,138,4,4
425,32,0,1476,15524,1262,2386,0,0,0,0,,,124,248,9,17
426,24,0,1541,15529,1393,2405,0,0,0,0,,,124,247,10,16
426,39,0,-5166,39089,420,1542,0,0,0,0,,,74,108,5,3
427,88,0,-3926,14988,717,1676,0,0,0,0,,,84,259,5,6
428,74,0,-7638,20801,435,1741,0,0,0,0,,,54,200,5,14
428,80,0,-3963,15412,580,1668,0,0,0,0,,,85,251,4,12
429,25,0,-1882,11324,968,2045,0,0,0,0,,,98,312,9,29
429,51,0,-11154,32322,792,2145,0,0,0,0,,,25,130,11,12
430,3,0,-14166,59218,920,2443,0,0,0,0,,,3,68,11,10
430,45,0,-2655,12869,400,1854,0,0,0,0,,,94,284,5,20
430,54,0,1560,15345,1431,2386,0,0,0,0,,,124,249,10,20
431,10,0,-1921,11514,1012,1859,0,0,0,0,,,97,308,10,28
431,30,0,1605,15342,1532,2523,0,0,0,0,,,124,248,11,22
432,16,0,-1955,11553,1071,1858,0,0,0,0,,,98,308,9,26
432,26,0,1565,15220,1410,2394,0,0,0,0,,,124,251,10,21
433,31,0,-9500,43047,386,1493,0,0,0,0,,,39,96,7,6
433,37,0,-1920,11632,973,1774,0,0,0,0,,,97,306,10,27
433,46,0,-2707,13048,460,1857,0,0,0,0,,,93,280,6,23
433,89,0,-11752,63387,303,454,0,0,0,0,,,23,65,5,5
433,91,0,46,15644,645,2133,0,0,0,0,,,115,250,5,7
434,2,0,1391,15210,2101,2410,0,0,0,0,,,120,247,15,26
434,5,0,-2761,13118,376,1804,0,0,0,0,,,93,279,5,22
434,7,0,-1936,11689,1013,1775,0,0,0,0,,,97,305,10,27
434,30,0,-10991,42056,653,1031,0,0,0,0,,,25,94,13,15
434,42,0,-8834,40139,456,1320,0,0,0,0,,,45,105,6,5
434,69,0,46,15708,638,2160,0,0,0,0,,,115,249,5,7
435,13,0,-1907,11726,1430,1767,0,0,0,0,,,95,304,13,28
435,25,0,1660,15088,1534,2391,0,0,0,0,,,124,253,11,22
435,70,0,-11620,45823,520,1068,0,0,0,0,,,22,89,8,9
436,4,0,1672,15032,1609,2508,0,0,0,0,,,124,253,12,24
436,58,0,-2804,13244,427,1703,0,0,0,0,,,93,279,5,19
436,65,0,-11448,43209,930,1524,0,0,0,0,,,23,93,11,12
437,8,0,-2334,11827,580,1775,0,0,0,0,,,97,301,5,27
437,43,0,-7533,20752,583,1650,0,0,0,0,,,55,201,7,11
437,46,0,-11698,44864,617,1046,0,0,0,0,,,21,93,9,6
438,0,0,1819,14836,1934,2511,0,0,0,0,,,124,256,14,24
438,2,0,-2058,11951,1193,2037,0,0,0,0,,,96,300,11,28
438,18,0,-2956,13254,729,1712,0,0,0,0,,,92,281,6,15
438,29,0,-7807,21614,659,1641,0,0,0,0,,,55,189,5,15
439,9,0,-1702,12062,916,2041,0,0,0,0,,,100,297,9,25
439,10,0,-2344,12135,500,1662,0,0,0,0,,,96,297,5,25
439,47,0,-2945,13385,840,1657,0,0,0,0,,,92,276,6,20
440,7,0,-1981,12134,1088,2046,0,0,0,0,,,96,297,10,23
440,14,0,5748,27538,312,378,0,0,0,0,,,160,153,4,5
441,16,0,-2001,12167,1113,2044,0,0,0,0,,,96,296,10,25
441,41,0,-7069,20774,1317,2161,0,0,0,0,,,54,191,15,29
441,54,0,6180,21350,331,1340,0,0,0,0,,,164,199,4,4
442,26,0,-2009,12262,1114,2031,0,0,0,0,,,97,294,9,23
443,0,0,1822,14720,2007,2491,0,0,0,0,,,123,253,16,34
443,19,0,-2095,12295,1272,2022,0,0,0,0,,,95,293,12,28
444,12,0,-14214,43930,499,2417,0,0,0,0,,,1,92,12,12
445,11,0,-2068,12351,1329,2009,0,0,0,0,,,95,293,11,23
446,10,0,-2035,12419,1151,2027,0,0,0,0,,,97,293,9,22
447,6,0,-2051,12473,1283,1760,0,0,0,0,,,95,291,11,24
447,56,0,-11296,30913,499,1368,0,0,0,0,,,26,137,4,6
448,0,0,1366,13762,1794,2444,0,0,0,0,,,121,268,15,27
448,38,0,-3410,14079,1372,1650,0,0,0,0,,,87,264,10,23
448,78,0,-11541,32819,353,1589,0,0,0,0,,,26,129,4,4
449,5,0,1439,13600,1960,2326,0,0,0,0,,,121,270,16,26
449,35,0,-3282,14071,942,1725,0,0,0,0,,,88,264,9,24
449,68,0,-6589,20068,480,1140,0,0,0,0,,,63,210,4,7
450,13,0,-1308,5945,572,1408,0,0,0,0,,,104,416,5,16
451,2,0,1322,13319,1720,2341,0,0,0,0,,,121,273,15,27
451,9,0,-2631,13453,2582,2043,0,0,0,0,,,87,264,21,43
451,47,0,-7631,23628,395,2218,0,0,0,0,,,55,178,4,7
452,26,0,-3952,13378,552,1240,0,0,0,0,,,85,266,5,37
452,56,0,-11769,33929,1176,2069,0,0,0,0,,,18,123,12,12
454,3,0,1101,12974,1272,1955,0,0,0,0,,,121,278,11,25
454,49,0,2259,15871,911,2524,0,0,0,0,,,132,242,6,13
455,27,0,-3625,14642,1497,1733,0,0,0,0,,,83,251,13,30
456,8,0,1068,12672,1197,2470,0,0,0,0,,,121,283,10,23
457,8,0,948,12687,1206,1912,0,0,0,0,,,120,282,10,24
457,56,0,-6190,16996,477,1758,0,0,0,0,,,65,232,7,16
458,8,0,1071,12618,1094,1947,0,0,0,0,,,121,283,10,24
458,15,0,-3734,14656,1542,1788,0,0,0,0,,,84,252,11,26
458,45,0,-1771,15114,1636,2070,0,0,0,0,,,98,251,12,20
459,4,0,1045,12393,1030,1919,0,0,0,0,,,121,287,9,23
459,11,0,-3801,14611,1389,1738,0,0,0,0,,,84,252,11,26
459,49,0,-2051,14981,779,1908,0,0,0,0,,,98,257,6,9
460,17,0,1017,12238,1075,2283,0,0,0,0,,,121,289,9,24
461,2,0,1092,12093,954,2285,0,0,0,0,,,122,292,8,25
461,4,0,-2220,13547,1895,2049,0,0,0,0,,,92,271,15,27
462,37,0,1003,12070,1061,1746,0,0,0,0,,,121,294,9,22
462,46,0,6139,21564,464,1341,0,0,0,0,,,162,195,5,8
463,16,0,-2485,13320,1250,2031,0,0,0,0,,,93,279,10,17
464,48,0,-5782,16872,787,1654,0,0,0,0,,,69,236,5,9
465,17,0,-2235,13493,1912,2041,0,0,0,0,,,92,275,15,21
466,15,0,-11947,46565,334,1086,0,0,0,0,,,22,90,4,5
466,19,0,-10508,28478,306,1260,0,0,0,0,,,33,149,4,5
466,21,0,1092,11857,1233,2354,0,0,0,0,,,121,299,10,27
467,22,0,1086,11795,1234,2271,0,0,0,0,,,121,304,10,21
467,25,0,-1446,13590,820,1780,0,0,0,0,,,103,277,6,13
468,8,0,-2506,13833,1555,2060,0,0,0,0,,,92,267,11,27
468,20,0,1080,11811,1172,2274,0,0,0,0,,,121,303,10,23
468,31,0,120,15548,1060,2110,0,0,0,0,,,114,250,9,9
468,35,0,-5820,17194,874,1851,0,0,0,0,,,68,232,7,10
469,22,0,-1280,13384,1000,1841,0,0,0,0,,,103,280,8,14
470,11,0,723,22388,562,2048,0,0,0,0,,,120,187,5,10
470,17,0,-1262,13273,952,1794,0,0,0,0,,,103,282,8,13
470,19,0,1108,11884,1201,2359,0,0,0,0,,,121,300,10,24
471,11,0,-2095,13740,2925,2054,0,0,0,0,,,91,269,21,26
471,19,0,1112,11924,1226,2360,0,0,0,0,,,121,300,10,19
472,32,0,1138,11899,1081,2277,0,0,0,0,,,122,299,9,23
472,34,0,-1283,13248,1030,1830,0,0,0,0,,,103,281,8,16
472,44,0,-13746,38370,436,413,0,0,0,0,,,7,110,5,5
473,8,0,-2618,14125,1461,2061,0,0,0,0,,,91,264,11,23
473,45,0,-5850,17284,909,1529,0,0,0,0,,,68,231,6,11
474,1,0,-13982,57443,446,2233,0,0,0,0,,,1,71,12,8
474,15,0,-2608,14022,1425,2054,0,0,0,0,,,91,266,11,22
474,22,0,-1204,13164,1369,1850,0,0,0,0,,,102,282,11,18
474,28,0,1088,11892,1244,2275,0,0,0,0,,,121,298,10,26
475,4,0,-2627,14124,1393,2052,0,0,0,0,,,92,265,10,18
475,11,0,-6058,20261,630,351,0,0,0,0,,,67,207,6,9
475,21,0,1273,11899,1373,2362,0,0,0,0,,,122,297,11,27
475,25,0,-1004,13015,1198,1852,0,0,0,0,,,104,285,10,17
476,40,0,1044,11879,909,2280,0,0,0,0,,,122,300,7,24
476,50,0,-1117,13066,1453,1852,0,0,0,0,,,103,283,11,21
476,56,0,-4170,15095,884,1895,0,0,0,0,,,82,254,7,12
476,61,0,-5546,17016,1384,1587,0,0,0,0,,,67,229,10,21
477,10,0,-2604,14277,1067,2040,0,0,0,0,,,93,266,8,13
477,18,0,1072,11878,951,2273,0,0,0,0,,,122,299,8,26
478,27,0,1034,11928,848,2354,0,0,0,0,,,122,299,7,20
478,45,0,-834,12912,880,1420,0,0,0,0,,,107,288,7,10
479,7,0,-2535,14517,1085,2066,0,0,0,0,,,93,257,8,24
479,33,0,1058,11878,916,2280,0,0,0,0,,,122,301,8,21
479,60,0,-9318,25924,418,1426,0,0,0,0,,,41,163,5,8
480,12,0,-2468,14584,1090,2075,0,0,0,0,,,95,256,8,24
480,28,0,-867,12948,673,1239,0,0,0,0,,,108,287,5,13
480,45,0,1141,11850,1091,2275,0,0,0,0,,,122,300,8,26
481,9,0,-2442,14746,1023,2072,0,0,0,0,,,95,251,7,28
481,18,0,1232,11848,1020,2359,0,0,0,0,,,123,303,8,19
481,27,0,-786,12900,501,1219,0,0,0,0,,,109,288,4,12
482,33,0,1078,11860,957,2248,0,0,0,0,,,122,304,8,16
482,35,0,-2476,14380,688,2038,0,0,0,0,,,95,264,6,14
483,4,0,769,13132,1343,1877,0,0,0,0,,,118,280,10,18
483,23,0,-2538,15266,1387,2081,0,0,0,0,,,94,240,8,37
483,52,0,1048,11844,906,2259,0,0,0,0,,,122,301,8,26
484,2,0,-12444,48727,553,845,0,0,0,0,,,14,81,11,13
484,3,0,769,13136,1343,1877,0,0,0,0,,,118,278,10,20
484,30,0,1057,11411,627,2340,0,0,0,0,,,123,319,5,7
485,18,0,5787,20855,686,985,0,0,0,0,,,160,199,4,12
486,22,0,-2551,14761,997,2039,0,0,0,0,,,94,257,8,17
486,28,0,1088,11669,1186,2261,0,0,0,0,,,121,309,10,20
487,43,0,-2544,14775,989,2041,0,0,0,0,,,94,258,8,16
488,25,0,980,11621,973,2272,0,0,0,0,,,121,312,8,15
489,25,0,1092,11714,1191,2354,0,0,0,0,,,121,309,10,16
490,25,0,1014,11620,1028,2258,0,0,0,0,,,121,312,9,15
490,26,0,-2438,15043,863,2069,0,0,0,0,,,94,255,7,16
492,43,0,-2718,15151,1277,2056,0,0,0,0,,,90,252,11,18
493,26,0,-2614,15233,1466,2068,0,0,0,0,,,90,251,12,18
493,38,0,1027,11611,840,2263,0,0,0,0,,,122,313,7,13
494,53,0,1195,11626,924,2259,0,0,0,0,,,123,312,7,14
495,53,0,-2470,15413,875,2092,0,0,0,0,,,94,249,7,19
495,72,0,1197,11846,1381,2359,0,0,0,0,,,121,301,11,24
496,24,0,-2623,15498,1529,2067,0,0,0,0,,,90,247,12,20
496,32,0,1051,11877,887,2365,0,0,0,0,,,122,299,8,26
497,23,0,-2305,16691,1816,2106,0,0,0,0,,,92,215,14,52
497,34,0,1099,11783,1198,2360,0,0,0,0,,,121,306,10,18
497,53,0,-18,15494,778,2140,0,0,0,0,,,114,252,6,7
498,37,0,-2501,15604,1203,2081,0,0,0,0,,,93,247,9,18
498,47,0,1037,11796,1107,2342,0,0,0,0,,,121,304,10,23
498,61,0,120,15521,1058,2107,0,0,0,0,,,114,251,9,8
499,37,0,1105,11846,1211,2352,0,0,0,0,,,121,301,10,25
499,46,0,-2857,15872,1063,1775,0,0,0,0,,,90,240,10,24
500,4,0,1867,13818,1305,2338,0,0,0,0,,,126,268,12,27
500,26,0,-3263,15636,430,1711,0,0,0,0,,,90,243,5,20
500,37,0,1035,11778,866,2345,0,0,0,0,,,122,307,7,16
501,20,0,-2367,15898,988,2082,0,0,0,0,,,94,244,8,19
501,23,0,2258,13933,583,816,0,0,0,0,,,133,269,5,22
501,42,0,-5939,17545,933,1699,0,0,0,0,,,67,228,6,13
501,54,0,1138,11680,1068,2347,0,0,0,0,,,122,311,9,13
502,14,0,-2453,15964,2167,2062,0,0,0,0,,,90,242,16,20
502,19,0,1057,11872,915,2371,0,0,0,0,,,122,301,8,21
503,3,0,-2221,16728,1630,2090,0,0,0,0,,,92,218,14,43
503,48,0,941,11660,662,2266,0,0,0,0,,,122,312,5,11
504,9,0,2578,14091,969,943,0,0,0,0,,,134,268,8,15
504,13,0,-2545,15999,1597,2076,0,0,0,0,,,90,242,13,19
504,43,0,-5366,16344,1554,1964,0,0,0,0,,,69,235,13,22
504,51,0,1150,11654,1073,2272,0,0,0,0,,,122,312,9,12
504,53,0,-5712,22211,584,1049,0,0,0,0,,,69,189,5,9
505,10,0,2709,14156,1718,1193,0,0,0,0,,,132,266,14,22
505,23,0,-2421,16263,1906,1789,0,0,0,0,,,90,237,15,23
505,33,0,1123,11814,1158,2253,0,0,0,0,,,121,301,10,26
505,49,0,6191,21388,319,1317,0,0,0,0,,,163,196,5,10
506,5,0,2450,14227,1199,2391,0,0,0,0,,,132,266,10,19
506,32,0,1034,11847,857,2359,0,0,0,0,,,122,299,7,29
506,42,0,-5393,16793,1848,2159,0,0,0,0,,,64,228,18,26
507,18,0,-2454,16482,1054,2079,0,0,0,0,,,94,235,9,23
508,7,0,2744,14429,811,1061,0,0,0,0,,,136,263,7,18
508,19,0,-5462,16636,1591,1910,0,0,0,0,,,65,231,17,25
508,20,0,-2157,16322,1503,1971,0,0,0,0,,,94,236,12,24
508,22,0,-3132,16165,328,1691,0,0,0,0,,,90,236,4,24
508,36,0,994,11708,1022,2275,0,0,0,0,,,121,308,9,19
509,11,0,3129,14374,1822,971,0,0,0,0,,,135,264,14,19
509,15,0,-2257,16558,1267,1782,0,0,0,0,,,94,234,11,23
509,17,0,-3151,16362,342,1702,0,0,0,0,,,90,234,4,23
509,23,0,-5534,16763,1543,1904,0,0,0,0,,,64,229,14,26
509,42,0,1023,11883,1030,2359,0,0,0,0,,,121,299,9,24
510,2,0,-2291,16804,1356,1788,0,0,0,0,,,94,226,11,31
510,3,0,-3147,16447,334,1750,0,0,0,0,,,89,232,5,25
510,50,0,-5361,38805,858,1717,0,0,0,0,,,69,102,9,14
511,4,0,-11765,43617,391,2060,0,0,0,0,,,23,97,4,3
511,6,0,-2386,16694,1907,2076,0,0,0,0,,,89,222,17,34
511,49,0,1071,11866,943,2363,0,0,0,0,,,122,300,8,24
511,69,0,-7888,35550,999,1956,0,0,0,0,,,52,117,6,8
512,10,0,2891,14473,1099,1082,0,0,0,0,,,136,261,9,23
512,20,0,-2468,16779,1726,1796,0,0,0,0,,,89,223,16,33
512,34,0,-5926,17234,1113,1463,0,0,0,0,,,63,226,10,25
512,40,0,1212,11655,948,2251,0,0,0,0,,,123,312,8,12
513,16,0,-2624,16812,1377,1789,0,0,0,0,,,90,231,12,23
513,27,0,1215,11881,994,2359,0,0,0,0,,,123,300,8,22
514,18,0,-2449,16856,1713,1784,0,0,0,0,,,90,229,15,25
514,32,0,-5834,16703,719,2027,0,0,0,0,,,67,236,7,15
515,1,0,3536,14283,990,734,0,0,0,0,,,140,264,10,19
515,17,0,-2458,16847,1662,2075,0,0,0,0,,,90,229,15,25
515,44,0,-4117,15611,858,1680,0,0,0,0,,,82,249,7,10
515,57,0,1208,11888,1464,2360,0,0,0,0,,,121,299,11,26
516,3,0,3191,14385,1737,1127,0,0,0,0,,,136,262,15,23
516,14,0,-2505,16824,1469,2072,0,0,0,0,,,90,230,14,23
516,26,0,-7293,35348,1585,1712,0,0,0,0,,,57,112,12,16
516,27,0,1146,11688,1069,2348,0,0,0,0,,,122,311,9,13
517,25,0,-2562,16865,1321,2087,0,0,0,0,,,90,229,14,25
517,29,0,-5498,19559,748,1181,0,0,0,0,,,70,203,10,24
517,61,0,1201,11547,421,2348,0,0,0,0,,,125,316,4,7
518,10,1001,3510,14936,1554,1036,0,0,0,0,,,139,254,13,26
518,21,0,-5624,19968,764,1182,0,0,0,0,,,69,199,10,24
518,30,0,-2316,16837,1762,1802,0,0,0,0,,,90,222,16,32
519,3,0,3507,15195,1654,1117,0,0,0,0,,,139,249,13,32
519,13,0,-2629,17043,1172,1793,0,0,0,0,,,91,226,11,26
519,18,0,-5731,19166,1387,2063,0,0,0,0,,,70,205,10,25
