nFrameNo,nDetectId,nObjectType,nRealXPos[mm],nDistance[mm],nWidth[mm],nHeight[mm],nXSpeed,nZSpeed,nXAcceleration,nZAcceleration,,,image_xs[pixel],image_ys[pixel],image_width[pixel],image_height[pixel]
176,73,0,-347,17603,2253,2231,0,0,0,0,,,104,187,19,69
177,17,0,-1412,11088,464,1710,0,0,0,0,,,104,322,4,21
177,26,0,-439,17908,2227,2184,0,0,0,0,,,102,182,20,72
177,47,0,-2567,13011,474,1665,0,0,0,0,,,95,283,4,19
177,95,0,-10688,56020,603,804,0,0,0,0,,,31,74,6,7
178,1,0,-1105,11003,1033,2053,0,0,0,0,,,104,321,9,21
178,9,0,-2601,13219,498,1668,0,0,0,0,,,95,280,4,18
178,34,0,2059,13828,1166,2332,0,0,0,0,,,127,268,12,28
178,67,0,-267,16548,1781,2157,0,0,0,0,,,107,228,15,26
179,41,0,-448,17872,2308,2255,0,0,0,0,,,104,191,18,63
180,1,0,-1155,11171,955,1596,0,0,0,0,,,104,318,8,20
180,15,0,-13913,40599,1699,2282,0,0,0,0,,,1,93,21,21
180,22,0,-429,17974,2160,2246,0,0,0,0,,,104,191,18,62
180,72,0,-1634,12147,624,2012,0,0,0,0,,,101,297,6,20
181,22,0,-13922,40910,1516,2299,0,0,0,0,,,1,93,21,20
181,24,0,-391,17701,2180,2180,0,0,0,0,,,105,195,17,58
181,67,0,-2579,13478,652,1668,0,0,0,0,,,95,276,4,17
182,32,0,-423,17706,2128,2245,0,0,0,0,,,105,195,17,58
182,51,0,-13419,40209,1010,2308,0,0,0,0,,,1,95,22,20
182,95,0,1383,9481,453,1939,0,0,0,0,,,126,361,4,9
182,96,0,-6758,34345,1150,1602,0,0,0,0,,,62,120,9,10
183,13,0,-285,17663,2133,2239,0,0,0,0,,,106,190,17,64
184,42,0,-168,16600,1578,2154,0,0,0,0,,,109,229,13,24
185,11,0,-1575,12029,1309,2007,0,0,0,0,,,98,291,12,36
185,83,0,-7002,36588,656,1488,0,0,0,0,,,61,110,6,11
186,4,0,1770,14581,1805,2502,0,0,0,0,,,124,258,14,27
186,9,0,-2161,7142,1076,2238,0,0,0,0,,,95,397,10,19
186,14,0,-1987,12447,729,1846,0,0,0,0,,,98,288,7,33
186,68,0,-6632,33808,1132,1658,0,0,0,0,,,63,119,9,14
186,74,0,-3725,32955,808,1734,0,0,0,0,,,86,127,6,13
187,3,0,1686,14761,1650,2480,0,0,0,0,,,124,257,12,23
187,9,0,-2172,7180,1082,2241,0,0,0,0,,,94,396,11,17
187,21,0,-399,17581,2134,2250,0,0,0,0,,,105,190,17,64
188,1,0,-1327,11866,567,1305,0,0,0,0,,,105,303,4,19
188,7,0,1801,14838,1881,2502,0,0,0,0,,,124,255,14,24
188,10,0,-2292,7217,876,2244,0,0,0,0,,,94,395,8,20
188,36,0,-366,16563,2001,2159,0,0,0,0,,,106,230,16,23
189,16,0,-2308,7284,893,2518,0,0,0,0,,,94,394,10,20
189,49,0,1793,14915,1846,2497,0,0,0,0,,,124,253,13,30
189,54,0,-3262,13177,598,1292,0,0,0,0,,,90,278,4,24
189,62,0,-377,16615,2275,2166,0,0,0,0,,,106,229,17,24
189,70,0,6334,21929,327,1364,0,0,0,0,,,164,192,4,9
190,34,0,-2367,7343,816,2077,0,0,0,0,,,94,394,8,18
190,46,0,-2304,12760,892,1854,0,0,0,0,,,95,285,8,25
190,67,0,1689,14947,1689,2503,0,0,0,0,,,124,255,13,21
190,69,0,-304,16399,2128,2157,0,0,0,0,,,107,226,16,32
191,12,0,-2237,7407,1125,2525,0,0,0,0,,,93,392,12,19
191,17,0,-2098,12622,1675,1894,0,0,0,0,,,93,282,15,34
191,33,0,-417,17022,2341,2229,0,0,0,0,,,106,186,17,75
191,58,0,-1878,19267,898,2200,0,0,0,0,,,100,215,6,14
192,2,0,-2009,12873,1224,2040,0,0,0,0,,,95,275,12,38
192,16,0,-2249,7449,1131,2530,0,0,0,0,,,93,391,12,20
192,23,0,-654,17382,2921,2183,0,0,0,0,,,102,199,21,54
192,34,0,1568,14983,1514,2509,0,0,0,0,,,123,255,12,20
193,13,0,-2183,12547,412,1876,0,0,0,0,,,98,293,4,16
193,31,0,1559,14988,1371,2384,0,0,0,0,,,124,255,10,19
194,10,0,-743,17034,3178,2170,0,0,0,0,,,101,202,22,58
195,35,0,-331,16777,2207,2217,0,0,0,0,,,107,208,16,52
196,39,0,-2285,7566,1153,2538,0,0,0,0,,,94,388,11,20
196,83,0,2734,10182,426,1418,0,0,0,0,,,136,348,4,6
197,51,0,-1964,12933,1113,2026,0,0,0,0,,,96,282,10,21
198,26,0,-2428,13720,2059,2043,0,0,0,0,,,88,260,18,42
199,8,0,-2217,7628,1336,2545,0,0,0,0,,,92,381,13,32
199,19,0,-2302,13898,2410,2053,0,0,0,0,,,88,259,21,39
199,34,0,-376,16159,2338,2155,0,0,0,0,,,105,234,18,26
200,75,0,-359,16251,2225,2157,0,0,0,0,,,106,229,17,32
201,16,0,-2236,7694,1348,2549,0,0,0,0,,,91,379,15,32
201,31,0,-2146,13195,789,2036,0,0,0,0,,,96,279,8,18
201,35,0,-300,16211,2171,2162,0,0,0,0,,,107,235,16,24
201,51,0,-1685,14991,797,1748,0,0,0,0,,,101,259,6,7
202,23,0,-386,16173,2224,2147,0,0,0,0,,,106,234,17,25
203,48,0,-380,15919,2075,2142,0,0,0,0,,,106,239,16,23
204,14,0,-2223,7825,1469,2555,0,0,0,0,,,94,375,11,34
204,36,0,-362,15958,1746,2157,0,0,0,0,,,108,236,13,26
205,12,0,-2224,7847,1487,2562,0,0,0,0,,,94,375,12,34
206,1,0,-3677,42118,302,1284,0,0,0,0,,,86,99,4,5
206,34,0,-785,15639,1047,2160,0,0,0,0,,,107,246,8,19
206,54,0,-2236,13801,553,2047,0,0,0,0,,,97,273,5,11
207,2,0,-2908,20344,438,1508,0,0,0,0,,,92,199,5,22
207,25,0,-823,15654,1366,2125,0,0,0,0,,,106,245,10,19
207,26,0,634,21206,494,760,0,0,0,0,,,120,196,4,10
208,9,0,-2814,20369,645,1510,0,0,0,0,,,92,196,6,29
208,15,0,-669,15547,1060,2120,0,0,0,0,,,108,248,8,15
208,25,0,-2238,8048,1607,2286,0,0,0,0,,,92,370,13,36
208,60,0,-1640,15492,778,1741,0,0,0,0,,,100,248,7,17
209,9,0,-2849,20535,626,1498,0,0,0,0,,,91,195,7,26
209,26,0,-2229,8086,1615,2282,0,0,0,0,,,94,369,11,36
209,30,0,-885,15431,2261,2150,0,0,0,0,,,101,247,18,20
210,3,0,-879,15474,2239,2147,0,0,0,0,,,102,243,17,24
210,9,0,-2252,8188,1669,2291,0,0,0,0,,,94,367,12,37
210,19,0,-2851,20638,666,1345,0,0,0,0,,,91,194,7,25
210,91,0,-4921,36094,993,1683,0,0,0,0,,,75,113,6,13
211,12,0,-2263,8227,1692,2292,0,0,0,0,,,92,367,14,36
212,16,0,-2899,20900,687,1349,0,0,0,0,,,91,192,7,28
212,28,0,616,20619,505,1196,0,0,0,0,,,120,196,4,17
212,41,0,-696,15327,1356,2135,0,0,0,0,,,106,247,11,23
212,66,0,-4452,37041,731,1595,0,0,0,0,,,80,112,5,7
213,12,0,-2248,8374,1687,2293,0,0,0,0,,,95,365,11,35
213,23,0,-610,15223,1183,2103,0,0,0,0,,,108,250,9,19
213,32,0,-2925,20903,825,1350,0,0,0,0,,,90,192,8,32
213,75,0,-4887,34627,579,1263,0,0,0,0,,,77,122,4,8
213,76,0,-3679,29862,375,732,0,0,0,0,,,86,142,4,3
214,32,0,-520,15277,1005,2138,0,0,0,0,,,109,249,8,18
214,42,0,-3800,29833,820,2426,0,0,0,0,,,85,134,6,21
215,17,0,-2164,8516,1533,2307,0,0,0,0,,,95,363,10,35
215,52,0,-535,15174,1034,2096,0,0,0,0,,,109,252,8,15
215,72,0,-3728,30408,400,1363,0,0,0,0,,,85,135,6,15
215,79,0,744,15756,537,1978,0,0,0,0,,,121,248,4,10
216,43,0,-534,15145,1014,2092,0,0,0,0,,,109,252,8,16
216,56,0,-2393,16266,437,1858,0,0,0,0,,,97,240,4,15
216,103,0,-4763,34930,459,1504,0,0,0,0,,,78,120,4,6
217,11,0,-2134,8683,1448,2316,0,0,0,0,,,95,360,10,35
217,41,0,-512,15046,989,2123,0,0,0,0,,,109,252,8,17
217,66,0,-2805,22662,393,2033,0,0,0,0,,,94,180,4,15
217,86,0,42,14243,655,1805,0,0,0,0,,,115,269,5,7
218,14,0,-559,15077,1325,2092,0,0,0,0,,,108,253,10,16
218,38,0,-2706,21966,512,1116,0,0,0,0,,,94,188,5,16
219,6,0,-2599,22059,606,1187,0,0,0,0,,,93,180,7,29
219,8,0,-2086,8877,1348,2325,0,0,0,0,,,95,359,10,32
219,16,0,-497,15112,1193,2105,0,0,0,0,,,109,251,9,18
220,11,0,-2075,8968,1335,2327,0,0,0,0,,,95,356,10,34
220,17,0,-560,15114,1337,2097,0,0,0,0,,,108,250,10,19
220,18,0,-2244,17136,840,2029,0,0,0,0,,,96,227,8,21
221,17,0,-2143,9006,1588,2332,0,0,0,0,,,95,355,11,35
221,45,0,-2115,17170,646,1940,0,0,0,0,,,99,224,5,23
222,16,0,-2177,9057,1522,2329,0,0,0,0,,,93,354,13,34
222,43,0,-2109,17125,1126,1986,0,0,0,0,,,96,221,10,30
223,29,0,-463,14900,1416,2103,0,0,0,0,,,108,251,11,22
223,39,0,-2281,17660,950,2165,0,0,0,0,,,94,215,10,28
224,4,0,-2107,9200,1370,2333,0,0,0,0,,,97,349,8,36
224,39,0,-415,14782,1299,2121,0,0,0,0,,,109,252,10,22
224,42,0,-2195,18085,692,1611,0,0,0,0,,,97,221,7,14
225,6,0,-2085,9248,1321,2334,0,0,0,0,,,97,348,8,37
225,19,0,-316,14722,1664,2095,0,0,0,0,,,108,250,13,27
225,23,0,-2108,17807,713,1874,0,0,0,0,,,97,222,7,16
226,27,0,-2056,17818,1459,2184,0,0,0,0,,,96,217,10,26
226,31,0,-318,14805,1655,2116,0,0,0,0,,,108,247,13,29
227,32,0,-303,14511,1622,1865,0,0,0,0,,,108,258,13,20
228,14,0,-2007,9457,1193,2347,0,0,0,0,,,97,344,9,38
228,33,0,-1799,18020,1886,2187,0,0,0,0,,,95,207,15,39
229,9,0,-2141,9521,1452,2346,0,0,0,0,,,94,341,12,40
229,50,0,-1743,17779,1807,2179,0,0,0,0,,,96,218,14,27
229,78,0,-303,14506,1639,1995,0,0,0,0,,,108,259,13,20
230,18,0,-3567,12911,594,1613,0,0,0,0,,,87,283,6,27
230,31,0,-2432,17159,328,2144,0,0,0,0,,,96,224,4,22
230,34,0,-2065,9595,1228,2352,0,0,0,0,,,96,339,9,41
230,62,0,-215,14443,1658,2142,0,0,0,0,,,109,259,13,20
230,81,0,-3717,30175,757,956,0,0,0,0,,,85,140,6,7
230,89,0,4889,21685,311,531,0,0,0,0,,,153,194,4,7
231,15,0,-2058,9807,1202,2352,0,0,0,0,,,96,335,10,40
232,12,0,-1970,9866,1056,2366,0,0,0,0,,,97,334,9,40
233,37,0,-1699,17756,1826,2166,0,0,0,0,,,96,222,15,21
233,38,0,-3785,12863,1292,1654,0,0,0,0,,,84,286,9,18
233,49,0,-463,14348,1149,1776,0,0,0,0,,,109,263,9,17
234,19,0,-2083,9981,1372,2369,0,0,0,0,,,97,327,9,47
234,69,0,-417,14235,1047,1770,0,0,0,0,,,110,266,8,15
235,5,0,-2116,10026,1415,2368,0,0,0,0,,,95,326,11,49
235,54,0,-1876,17828,1578,2175,0,0,0,0,,,96,218,12,26
235,78,0,-423,14163,1041,1770,0,0,0,0,,,110,267,8,14
236,11,0,-2196,10091,1545,1798,0,0,0,0,,,94,324,12,51
236,54,0,-9609,40676,413,900,0,0,0,0,,,40,104,5,4
236,73,0,-4854,24085,662,749,0,0,0,0,,,74,163,10,29
236,93,0,-1870,17766,1285,2178,0,0,0,0,,,97,221,10,22
236,137,0,-406,14156,1032,1769,0,0,0,0,,,110,267,8,15
238,11,0,-10854,45831,411,959,0,0,0,0,,,24,83,19,23
238,18,0,-2113,10271,1345,1634,0,0,0,0,,,95,319,11,54
238,45,0,-5032,24041,891,1682,0,0,0,0,,,75,161,8,31
238,80,0,-355,14143,905,1776,0,0,0,0,,,111,268,7,13
239,3,0,-2041,10312,1159,2380,0,0,0,0,,,97,318,10,53
239,20,0,-2093,17500,743,1015,0,0,0,0,,,98,223,6,19
239,21,0,-1387,19170,447,653,0,0,0,0,,,104,216,4,16
239,31,0,-3643,26036,545,965,0,0,0,0,,,86,159,4,12
239,72,0,-415,14174,779,1873,0,0,0,0,,,111,264,6,18
240,34,0,-2166,10409,1481,2390,0,0,0,0,,,97,318,9,51
241,48,0,-2068,9909,1274,2352,0,0,0,0,,,97,347,9,21
241,72,0,-3572,33187,1468,2461,0,0,0,0,,,84,121,11,33
241,98,0,-3140,24772,518,1081,0,0,0,0,,,90,171,5,5
242,14,0,-4358,38558,507,1545,0,0,0,0,,,79,102,7,14
242,32,0,-9781,42258,303,1036,0,0,0,0,,,38,97,6,9
242,79,0,-8594,34544,516,1363,0,0,0,0,,,46,118,7,13
242,85,0,-3690,29243,857,1346,0,0,0,0,,,85,137,8,22
242,90,0,-1890,10034,780,1632,0,0,0,0,,,99,342,6,24
242,102,0,-2974,23130,899,1106,0,0,0,0,,,90,177,8,15
243,47,0,-1886,10140,812,1631,0,0,0,0,,,99,342,7,19
243,60,0,-419,14037,755,1695,0,0,0,0,,,111,270,6,10
243,65,0,-3549,29677,337,532,0,0,0,0,,,88,142,4,7
244,7,0,-4926,13637,456,1957,0,0,0,0,,,75,273,5,18
244,17,0,-4554,37329,1428,2210,0,0,0,0,,,77,104,10,16
244,27,0,-5144,25297,378,620,0,0,0,0,,,75,161,6,18
244,39,0,-3036,22466,712,1088,0,0,0,0,,,90,187,6,11
244,61,0,-2031,10233,556,1634,0,0,0,0,,,99,339,4,21
245,38,0,-5769,25791,1403,2097,0,0,0,0,,,65,151,15,32
245,57,0,-3517,28137,757,1565,0,0,0,0,,,86,140,8,23
245,92,0,-7632,30312,616,1432,0,0,0,0,,,53,134,10,16
245,95,0,-449,13919,674,1706,0,0,0,0,,,111,273,6,8
246,11,0,-6064,26337,1732,2094,0,0,0,0,,,62,143,18,41
246,34,0,-3606,28850,776,2243,0,0,0,0,,,85,132,9,32
246,48,0,-4785,13336,494,1954,0,0,0,0,,,76,278,5,15
246,54,0,2049,25961,310,574,0,0,0,0,,,131,163,4,4
246,56,0,-1819,20014,790,2202,0,0,0,0,,,100,209,6,9
246,57,0,-1874,10380,713,1638,0,0,0,0,,,99,337,7,19
246,61,0,-2779,21713,428,1116,0,0,0,0,,,93,194,4,11
246,79,0,-13556,40189,576,1850,0,0,0,0,,,8,105,4,5
247,69,0,-1904,10542,731,1639,0,0,0,0,,,98,332,8,22
247,79,0,-2826,22939,658,1138,0,0,0,0,,,91,178,8,16
247,94,0,284,14427,854,1837,0,0,0,0,,,116,263,7,13
247,98,0,-2047,20497,968,2206,0,0,0,0,,,97,204,8,10
248,13,0,-6244,27118,1654,1994,0,0,0,0,,,54,136,26,45
248,115,0,2932,15667,524,1152,0,0,0,0,,,138,250,4,6
249,28,0,-6319,26888,1817,2106,0,0,0,0,,,53,138,25,44
249,59,0,-3592,28607,752,1214,0,0,0,0,,,85,137,8,20
249,103,0,261,14592,750,1850,0,0,0,0,,,116,262,7,9
249,110,0,-350,13956,901,2120,0,0,0,0,,,111,272,7,10
250,43,0,-5894,26281,1147,2090,0,0,0,0,,,64,152,15,26
250,67,0,-26,14591,1553,1867,0,0,0,0,,,111,259,12,14
250,93,0,-3494,27825,798,1514,0,0,0,0,,,87,141,7,21
250,105,0,876,22894,342,356,0,0,0,0,,,122,185,4,4
250,122,0,-3591,32285,1158,1988,0,0,0,0,,,85,129,8,11
251,52,0,-87,14696,1432,1880,0,0,0,0,,,111,259,11,12
251,88,0,-1815,20100,781,2175,0,0,0,0,,,100,209,6,7
251,96,0,-3724,30377,617,1071,0,0,0,0,,,85,137,5,11
253,57,0,-2172,20754,1315,2209,0,0,0,0,,,95,198,10,16
253,58,0,-2038,11033,831,1880,0,0,0,0,,,97,320,8,24
253,80,0,-5653,24176,621,722,0,0,0,0,,,70,175,5,6
254,10,0,-6349,26943,1482,1933,0,0,0,0,,,60,147,17,28
254,20,0,-3599,28522,1142,1842,0,0,0,0,,,86,134,8,29
254,56,0,-1955,11081,808,1656,0,0,0,0,,,98,321,7,20
254,79,0,384,17849,1046,1985,0,0,0,0,,,116,220,8,17
254,90,0,-4638,13280,730,2271,0,0,0,0,,,76,275,6,21
255,52,0,-3702,32243,944,1928,0,0,0,0,,,84,129,8,12
257,45,0,-6470,27249,1417,1841,0,0,0,0,,,60,148,16,25
258,22,0,-8783,38147,319,1277,0,0,0,0,,,43,105,11,17
258,31,0,-2083,11461,788,2042,0,0,0,0,,,97,311,7,23
259,41,0,-2037,20035,1018,2180,0,0,0,0,,,97,207,8,12
260,1,0,-2292,12487,814,1665,0,0,0,0,,,95,282,8,49
260,17,0,1814,27577,329,1319,0,0,0,0,,,130,150,4,11
260,39,0,-6455,26982,1323,2114,0,0,0,0,,,59,143,17,35
260,66,0,375,20239,484,750,0,0,0,0,,,118,206,4,12
260,70,0,-156,15378,515,2078,0,0,0,0,,,114,253,4,9
261,19,0,-6553,27258,1287,2086,0,0,0,0,,,58,146,17,28
261,38,0,-2133,11582,706,1773,0,0,0,0,,,97,309,6,22
261,74,0,-2669,21455,449,1103,0,0,0,0,,,94,197,4,7
262,23,0,-6732,27933,1269,2121,0,0,0,0,,,55,139,20,36
262,62,0,-2218,21200,1191,2206,0,0,0,0,,,95,189,10,23
262,75,0,-2308,11952,607,1772,0,0,0,0,,,96,305,6,12
263,8,0,-6807,28175,1263,2106,0,0,0,0,,,53,133,21,40
263,27,0,-2273,21360,1213,2197,0,0,0,0,,,95,185,10,26
263,35,0,-2227,11497,529,1684,0,0,0,0,,,97,315,5,10
264,0,0,-2433,13211,948,1659,0,0,0,0,,,95,274,8,27
265,36,0,-6799,28072,1225,2132,0,0,0,0,,,54,135,20,41
265,38,0,-8175,25129,405,1788,0,0,0,0,,,52,165,5,11
265,70,0,-2148,20886,1311,2211,0,0,0,0,,,93,189,13,29
265,101,0,-2484,12146,392,1678,0,0,0,0,,,95,300,4,13
266,6,0,-2539,12200,1079,1670,0,0,0,0,,,92,295,9,26
266,55,0,434,16127,655,2064,0,0,0,0,,,118,243,5,11
267,26,0,-2173,21132,1364,2211,0,0,0,0,,,94,190,12,24
267,33,0,-6971,28710,1201,2094,0,0,0,0,,,50,127,24,50
267,36,0,-8293,26113,421,1842,0,0,0,0,,,48,155,10,22
267,65,0,153,16055,1401,2141,0,0,0,0,,,113,242,11,13
267,66,0,-5022,14114,590,1831,0,0,0,0,,,74,266,5,17
268,18,0,-7055,28845,1086,1949,0,0,0,0,,,52,128,19,40
268,39,0,-2399,12269,550,1592,0,0,0,0,,,95,295,5,23
268,47,0,-4698,13881,838,2133,0,0,0,0,,,76,271,7,12
268,52,0,78,18799,978,2237,0,0,0,0,,,113,215,9,18
268,62,0,421,16035,882,2042,0,0,0,0,,,117,244,7,11
269,15,0,-2409,12283,741,1682,0,0,0,0,,,94,295,7,21
269,35,0,87,18376,978,2253,0,0,0,0,,,114,218,8,17
269,42,0,-12968,68185,407,1223,0,0,0,0,,,10,60,10,6
269,67,0,-1741,19941,632,2206,0,0,0,0,,,101,210,5,8
269,70,0,-2316,20277,521,945,0,0,0,0,,,97,209,4,7
270,12,0,-7232,29209,978,1921,0,0,0,0,,,51,129,18,40
270,26,0,-4450,13728,1338,1929,0,0,0,0,,,75,267,11,22
270,27,0,-2464,12449,766,1764,0,0,0,0,,,94,292,7,22
270,46,0,-2472,22347,1563,2245,0,0,0,0,,,90,163,15,46
270,61,0,-2234,13688,613,1506,0,0,0,0,,,98,275,4,12
271,5,0,-2445,12581,797,1647,0,0,0,0,,,94,290,7,21
271,27,0,-4538,13950,1293,1660,0,0,0,0,,,74,264,11,23
271,58,0,-2308,21207,1230,2143,0,0,0,0,,,92,183,12,34
271,71,0,-2250,13936,625,2042,0,0,0,0,,,98,269,4,16
272,9,0,-13152,69373,497,829,0,0,0,0,,,11,60,6,3
272,22,0,-2827,12539,1597,1604,0,0,0,0,,,90,291,11,23
272,43,0,-2243,14051,647,1663,0,0,0,0,,,98,266,4,18
273,1,0,-2623,12606,557,1688,0,0,0,0,,,93,290,7,21
273,26,0,-6502,25580,474,764,0,0,0,0,,,64,166,4,5
273,53,0,-2355,14016,930,2045,0,0,0,0,,,96,264,7,21
273,58,0,-4920,14283,768,1879,0,0,0,0,,,75,265,6,12
273,63,0,-2469,20439,537,867,0,0,0,0,,,95,203,5,9
274,17,0,-2607,12675,500,1698,0,0,0,0,,,94,288,5,22
274,42,0,-2265,21401,1420,2227,0,0,0,0,,,91,180,15,34
274,49,0,-7748,31369,337,881,0,0,0,0,,,53,132,6,9
274,56,0,-4603,13795,1023,1872,0,0,0,0,,,76,271,9,14
275,11,0,-2765,12772,1015,1695,0,0,0,0,,,91,286,8,22
275,27,0,-2212,20897,1324,2212,0,0,0,0,,,94,197,11,16
276,7,0,-2630,12937,549,1756,0,0,0,0,,,94,283,6,25
276,12,0,-4572,14132,1343,1631,0,0,0,0,,,75,265,11,15
276,13,0,-2205,21315,1427,2205,0,0,0,0,,,91,174,15,42
277,52,0,-6371,25183,497,1942,0,0,0,0,,,65,167,5,6
277,62,0,-4604,14232,561,1642,0,0,0,0,,,79,269,4,6
279,42,0,-2502,21680,414,1037,0,0,0,0,,,95,187,4,21
279,65,0,-12606,46738,447,1369,0,0,0,0,,,15,90,7,5
281,14,0,-2819,13662,931,1691,0,0,0,0,,,92,270,8,24
281,24,0,-6265,43114,309,1211,0,0,0,0,,,66,97,4,5
281,30,0,-7059,27773,614,1976,0,0,0,0,,,58,148,10,17
281,39,0,-1775,20197,676,2198,0,0,0,0,,,100,208,6,7
282,7,0,-2379,13816,1346,2049,0,0,0,0,,,93,265,10,30
282,17,0,-5969,20247,448,496,0,0,0,0,,,68,208,5,8
283,0,0,-2512,14002,1599,2051,0,0,0,0,,,92,260,11,33
283,10,0,-6573,27755,1112,1975,0,0,0,0,,,58,142,14,35
284,63,0,-1844,19768,827,2210,0,0,0,0,,,100,209,6,12
285,14,0,-2445,13957,1176,2045,0,0,0,0,,,92,266,10,25
285,48,0,1179,16033,1380,2387,0,0,0,0,,,121,244,10,15
285,64,0,-1819,14695,518,1397,0,0,0,0,,,101,263,5,8
286,29,0,-2501,14229,2042,2067,0,0,0,0,,,92,257,13,35
286,53,0,899,16165,783,2010,0,0,0,0,,,121,242,6,12
287,5,0,1448,5481,432,2376,0,0,0,0,,,126,426,5,18
287,11,0,-2030,14326,2064,2056,0,0,0,0,,,93,256,16,35
287,37,0,-6325,29460,880,1938,0,0,0,0,,,64,139,6,15
288,12,0,1400,5384,466,2379,0,0,0,0,,,126,428,5,15
288,19,0,-2117,14453,1849,2057,0,0,0,0,,,93,252,14,36
288,25,0,795,22168,822,1962,0,0,0,0,,,120,187,7,11
288,45,0,-6573,30362,653,1706,0,0,0,0,,,62,136,9,12
289,18,0,-2102,14348,1724,2059,0,0,0,0,,,93,259,14,30
289,41,0,-6610,30704,679,1891,0,0,0,0,,,65,134,6,13
290,0,0,1336,5309,542,2375,0,0,0,0,,,125,429,6,23
291,0,0,1295,5283,619,2372,0,0,0,0,,,124,429,7,23
291,50,0,863,22564,580,1241,0,0,0,0,,,121,187,5,7
292,2,0,1243,5250,697,2373,0,0,0,0,,,123,430,8,25
292,42,0,-6185,29976,627,1774,0,0,0,0,,,68,138,4,10
292,60,0,-6430,29139,453,1812,0,0,0,0,,,65,146,4,3
293,10,0,1141,5259,902,2362,0,0,0,0,,,122,428,9,21
293,20,1001,1456,6785,1197,1675,0,0,0,0,,,124,402,10,22
293,43,0,-6448,30370,726,1507,0,0,0,0,,,65,138,5,8
294,0,0,1144,5256,905,2370,0,0,0,0,,,122,429,9,27
294,80,0,-169,20281,485,1758,0,0,0,0,,,114,204,4,12
295,27,0,-5983,29776,961,1567,0,0,0,0,,,65,137,11,21
297,58,0,-6620,20575,504,2153,0,0,0,0,,,61,198,9,20
297,68,0,-11672,43179,361,1291,0,0,0,0,,,23,95,7,9
298,3,0,829,5253,1530,2381,0,0,0,0,,,117,423,15,32
298,7,0,-5931,30608,1116,1647,0,0,0,0,,,64,131,11,24
299,0,0,831,5268,1531,2369,0,0,0,0,,,117,422,14,33
299,35,0,-6074,30498,1276,1878,0,0,0,0,,,64,131,11,26
299,50,0,-1849,15014,1822,2065,0,0,0,0,,,95,243,15,37
299,92,0,-6498,20120,397,1937,0,0,0,0,,,64,211,4,5
300,38,0,-1776,14998,1901,2054,0,0,0,0,,,96,242,15,39
300,70,0,-6480,20066,456,1920,0,0,0,0,,,64,210,5,7
301,25,0,-6741,29051,555,868,0,0,0,0,,,63,144,4,7
301,37,0,-1757,15071,1838,2046,0,0,0,0,,,96,241,15,36
301,80,0,-3789,15085,965,1614,0,0,0,0,,,84,257,8,6
302,5,0,713,5230,1745,2367,0,0,0,0,,,116,422,16,35
302,21,0,-5613,29517,1306,2136,0,0,0,0,,,66,136,13,21
302,48,0,-1721,15153,1767,2075,0,0,0,0,,,96,241,15,35
302,66,0,-11594,43859,445,839,0,0,0,0,,,22,94,8,8
303,17,0,-5649,29702,1314,1598,0,0,0,0,,,66,137,12,18
303,42,0,-1758,15233,1576,2049,0,0,0,0,,,96,243,14,29
303,44,0,-8592,23210,374,1041,0,0,0,0,,,47,178,6,12
304,16,0,-5466,29870,1572,2125,0,0,0,0,,,65,135,16,21
304,29,0,447,2643,591,1114,0,0,0,0,,,118,564,5,17
304,58,0,-1727,15206,1555,2064,0,0,0,0,,,97,246,13,25
305,1,0,546,5195,2059,2367,0,0,0,0,,,113,422,19,38
305,14,0,-5611,27843,383,482,0,0,0,0,,,71,153,4,3
305,45,0,-1796,15246,1723,2051,0,0,0,0,,,96,248,15,20
306,33,0,-5243,29517,1730,2118,0,0,0,0,,,68,136,14,24
306,44,0,-1711,15057,1530,2044,0,0,0,0,,,98,251,12,19
307,34,0,-5456,30108,1548,2106,0,0,0,0,,,67,131,16,28
308,83,0,-10699,31276,523,1402,0,0,0,0,,,32,135,4,5
309,18,0,-6535,27114,356,762,0,0,0,0,,,64,151,5,15
310,25,0,-26,2313,491,641,0,0,0,0,,,115,601,4,21
311,0,0,132,5025,2788,2506,0,0,0,0,,,107,424,24,43
316,1,0,-216,4833,3162,2404,0,0,0,0,,,104,427,26,50
318,15,0,-292,4746,3005,2384,0,0,0,0,,,103,423,26,60
319,20,0,-285,4687,2971,2374,0,0,0,0,,,103,429,24,56
321,5,0,-455,4615,2580,2462,0,0,0,0,,,104,422,21,66
326,0,0,-699,3870,578,1851,0,0,0,0,,,109,482,5,11
328,3,0,-725,4458,1922,2490,0,0,0,0,,,104,450,16,31
329,0,0,-751,4422,1843,2335,0,0,0,0,,,104,451,15,31
329,23,0,760,21202,925,887,0,0,0,0,,,119,191,8,16
330,5,0,-747,4398,1833,2319,0,0,0,0,,,104,446,15,37
330,72,0,1256,15920,542,2266,0,0,0,0,,,125,248,4,5
333,9,0,-722,4226,1749,2363,0,0,0,0,,,103,455,16,35
334,6,0,-927,4192,1316,2341,0,0,0,0,,,103,451,12,42
334,20,0,4288,20196,338,676,0,0,0,0,,,149,210,4,5
335,25,0,730,22617,486,1271,0,0,0,0,,,121,187,4,5
336,42,0,815,22715,421,624,0,0,0,0,,,122,184,4,8
336,70,0,1306,15067,1009,2342,0,0,0,0,,,123,256,8,10
338,2,0,-1041,4040,973,2131,0,0,0,0,,,103,457,10,42
