#,1,4.2559355604,51.4960501028,26.6582775762187,// camera
#,2,4.2562223864,51.4961399848,// optical axis
#,3,D:\SYSKENBig\20170627091244S_root\20170627091244S_Results\LRUResult_1_1200.csv
#,4,D:\SYSKENBig\20170627091244S_root\20170627091244S_Results\timestamp.csv
#,5,2017/06/27 09:12:44 - 2017/06/27 09:14:44
#,6,0,// sampling 
4.25620930140221,51.4962382770334,2017/06/27 09:12:44.408,1
4.25630132486074,51.496253023971,2017/06/27 09:12:44.504,2
4.25627753272741,51.4962356116494,2017/06/27 09:12:44.700,4
4.2563063008789,51.4962557801002,2017/06/27 09:12:44.801,5
4.25619182858244,51.4961531986576,2017/06/27 09:12:44.801,5
4.25612042200796,51.4961663342476,2017/06/27 09:12:44.801,5
4.25618847301774,51.4962083368737,2017/06/27 09:12:45.239,6
4.25617854771234,51.4961450441459,2017/06/27 09:12:45.239,6
4.25607078909734,51.4960805914761,2017/06/27 09:12:45.275,7
4.25618689561906,51.4961517534001,2017/06/27 09:12:45.275,7
4.2563903402175,51.4962789974992,2017/06/27 09:12:45.275,7
4.25611603133332,51.496163862115,2017/06/27 09:12:45.275,7
4.25624808098469,51.4962200564488,2017/06/27 09:12:45.275,7
4.25619458907127,51.4961532088402,2017/06/27 09:12:45.376,8
4.25612484175069,51.4961095884519,2017/06/27 09:12:45.376,8
4.25624172688061,51.4962157822911,2017/06/27 09:12:45.376,8
4.2562450820709,51.4962173868448,2017/06/27 09:12:45.470,9
4.25607351071012,51.4960802676454,2017/06/27 09:12:45.620,10
4.25612343220052,51.4961092372596,2017/06/27 09:12:45.620,10
4.2563094754649,51.4962601440807,2017/06/27 09:12:45.671,11
4.2562134477607,51.496202354563,2017/06/27 09:12:45.671,11
4.25607214999675,51.4960807262783,2017/06/27 09:12:45.774,12
4.2561256653601,51.4961098465444,2017/06/27 09:12:45.774,12
4.25674988233405,51.4964413585626,2017/06/27 09:12:45.868,13
4.25607193625425,51.4960806190693,2017/06/27 09:12:45.868,13
4.25624593186469,51.4961884670684,2017/06/27 09:12:45.868,13
4.25607939516239,51.4961433300218,2017/06/27 09:12:45.868,13
4.25616975147969,51.4961414831148,2017/06/27 09:12:45.868,13
4.25607112214465,51.4960834012382,2017/06/27 09:12:45.967,14
4.25612516436104,51.4961090861136,2017/06/27 09:12:45.967,14
4.25607080215668,51.4960839043983,2017/06/27 09:12:46.084,15
4.256125195241,51.4961097897394,2017/06/27 09:12:46.084,15
4.25607201486965,51.4960792558066,2017/06/27 09:12:46.163,16
4.25624690566543,51.4962192154527,2017/06/27 09:12:46.163,16
4.25612475166841,51.496109560223,2017/06/27 09:12:46.163,16
4.2560356134465,51.4960702222806,2017/06/27 09:12:46.263,17
4.2561871329343,51.4961505102699,2017/06/27 09:12:46.263,17
4.25612551093334,51.496109798152,2017/06/27 09:12:46.263,17
4.25624669175896,51.49621846453,2017/06/27 09:12:46.263,17
4.25603788882228,51.4960705028491,2017/06/27 09:12:46.361,18
4.25606679567037,51.4960691118581,2017/06/27 09:12:46.460,19
4.25607072537187,51.4960837093635,2017/06/27 09:12:46.460,19
4.2563430902934,51.4962824850337,2017/06/27 09:12:46.460,19
4.2562511396136,51.4962208741212,2017/06/27 09:12:46.460,19
4.2560388771522,51.4960699778094,2017/06/27 09:12:46.460,19
4.25612621188476,51.4961101083226,2017/06/27 09:12:46.460,19
4.25602067884648,51.4960611673599,2017/06/27 09:12:46.570,20
4.25603563031675,51.4960673310836,2017/06/27 09:12:46.570,20
4.25602063404623,51.496060811375,2017/06/27 09:12:46.659,21
4.25607096946017,51.4960837154522,2017/06/27 09:12:46.659,21
4.25619020849198,51.4961537670977,2017/06/27 09:12:46.659,21
4.25612652073856,51.4961102051073,2017/06/27 09:12:46.659,21
4.25604035997473,51.496070392192,2017/06/27 09:12:46.659,21
4.25626292947087,51.4962274651553,2017/06/27 09:12:46.659,21
4.25602070307346,51.496061094494,2017/06/27 09:12:46.759,22
4.25603891162187,51.496070541759,2017/06/27 09:12:46.759,22
4.25634499587872,51.4962510700373,2017/06/27 09:12:46.864,23
4.25610698878001,51.4960809527899,2017/06/27 09:12:46.958,24
4.25602238061902,51.4960626158492,2017/06/27 09:12:46.958,24
4.25606826991719,51.4960708913372,2017/06/27 09:12:46.958,24
4.25616875076298,51.4961398821974,2017/06/27 09:12:46.958,24
4.25602571408777,51.4960644449155,2017/06/27 09:12:47.057,25
4.25636052749975,51.4962461816256,2017/06/27 09:12:47.057,25
4.25612337469644,51.4961091287246,2017/06/27 09:12:47.057,25
4.25669539364242,51.4964151818927,2017/06/27 09:12:47.057,25
